LeadID,Created Date,Lead Status,MQL Date,Qualifying Date,Nurture Date,Qualified Date,Lead Source,Lead Source Details,Rep ID,Rep Name,ReMQL Date,Recent Lead Source,Recent Lead Source Details
ID0000004907,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-25,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004908,2024-09-18,Qualified,2024-09-18,2024-09-19,,2024-10-02,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004909,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-22,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004910,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004911,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-26,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004912,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-26,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004913,2024-09-18,Disqualified,2024-09-18,,,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004914,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004915,2024-09-18,Nurture,2024-09-18,2024-09-19,2024-11-22,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004916,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-29,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004917,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-20,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004918,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004919,2024-09-18,Qualified,2024-09-18,2024-09-18,,2024-11-04,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004920,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-26,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004921,2024-09-18,Disqualified,2024-09-18,,,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004922,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-25,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004923,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-25,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004924,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-22,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004925,2024-09-18,Qualified,2024-09-18,2024-09-18,,2024-11-15,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004926,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-29,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004927,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-22,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004928,2024-09-18,Nurture,2024-09-18,2024-09-19,2024-11-28,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004929,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-19,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004930,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-28,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004931,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004932,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-26,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004933,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-25,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004934,2024-09-18,Qualified,2024-09-18,2024-09-19,,2024-11-12,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004935,2024-09-18,Qualified,2024-09-18,2024-09-18,,2024-10-04,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004936,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-25,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004937,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-28,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004938,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-25,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004939,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-19,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004940,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004941,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-19,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004942,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-28,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004943,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-22,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004944,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-12-02,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004945,2024-09-18,Disqualified,2024-09-18,,,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004946,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-26,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004947,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-21,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004948,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004949,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-25,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004950,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-26,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004951,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-22,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004952,2024-09-18,Qualified,2024-09-18,2024-09-19,,2024-10-28,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004953,2024-09-18,Disqualified,2024-09-18,,,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004954,2024-09-18,Qualified,2024-09-18,2024-09-18,,2024-10-25,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004955,2024-09-18,Nurture,2024-09-18,2024-09-23,2024-11-29,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004956,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-26,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004957,2024-09-18,Nurture,2024-09-18,2024-09-19,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004958,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-20,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004959,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-19,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004960,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-22,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004961,2024-09-18,Qualified,2024-09-18,2024-09-18,,2024-10-10,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004962,2024-09-18,Nurture,2024-09-18,2024-09-19,2024-11-28,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004963,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-20,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004964,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-12-02,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004965,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-27,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004966,2024-09-18,Qualified,2024-09-18,2024-09-20,,2024-09-25,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004967,2024-09-18,Nurture,2024-09-18,2024-09-18,2024-11-19,,Event,Event_2024-09_Trade_show,,,,Event,Event_2024-09_Trade_show
ID0000004968,2024-09-18,Qualified,2024-09-18,2024-09-18,,2024-10-21,Referral,,,,,Referral,
ID0000004969,2024-09-19,Nurture,2024-09-19,2024-09-19,2024-11-26,,Organic,,,,,Organic,
ID0000004970,2024-09-19,Qualified,2024-09-19,2024-09-20,,2024-09-24,Referral,,,,,Referral,
ID0000004971,2024-09-20,Nurture,2024-09-20,2024-09-20,2024-12-03,,Organic,,,,,Organic,
ID0000004972,2024-09-21,Nurture,2024-09-21,2024-09-24,2024-12-05,,Organic,,,,,Organic,
ID0000004973,2024-09-21,Qualified,2024-09-21,2024-09-23,,2024-10-30,Organic,,,,,Organic,
ID0000004974,2024-09-21,Nurture,2024-09-21,2024-09-23,2024-12-02,,Organic,,,,,Organic,
ID0000004975,2024-09-21,Nurture,2024-09-21,2024-09-23,2024-11-25,,Organic,,,,,Organic,
ID0000004976,2024-09-22,Nurture,2024-09-22,2024-09-23,2024-11-25,,Organic,,,,,Organic,
ID0000004977,2024-09-22,Nurture,2024-09-22,2024-09-23,2024-12-02,,Organic,,,,,Organic,
ID0000004978,2024-09-22,Nurture,2024-09-22,2024-09-23,2024-11-27,,Organic,,,,,Organic,
ID0000004979,2024-09-23,Nurture,2024-09-23,2024-09-23,2024-11-26,,Partnership,,,,,Partnership,
ID0000004980,2024-09-24,Nurture,2024-09-24,2024-09-24,2024-11-27,,Organic,,,,,Organic,
ID0000004981,2024-09-24,Qualified,2024-09-24,2024-09-24,,2024-10-23,Organic,,,,,Organic,
ID0000004982,2024-09-24,Nurture,2024-09-24,2024-09-24,2024-12-09,,Organic,,,,,Organic,
ID0000004983,2024-09-24,Qualified,2024-09-24,2024-09-24,,2024-10-24,Organic,,,,,Organic,
ID0000004984,2024-09-24,Nurture,2024-09-24,2024-09-24,2024-12-02,,Organic,,,,,Organic,
ID0000004985,2024-09-24,Nurture,2024-09-24,2024-09-24,2024-11-27,,Organic,,,,,Organic,
ID0000004986,2024-09-25,Nurture,2024-09-25,2024-09-25,2024-11-29,,Organic,,,,,Organic,
ID0000004987,2024-09-25,Nurture,2024-09-25,2024-09-25,2024-11-28,,Organic,,,,,Organic,
ID0000004988,2024-09-25,Nurture,2024-09-25,2024-09-25,2024-11-28,,Organic,,,,,Organic,
ID0000004989,2024-09-25,Nurture,2024-09-25,2024-09-25,2024-11-29,,Organic,,,,,Organic,
ID0000004990,2024-09-25,Nurture,2024-09-25,2024-09-25,2024-11-29,,Organic,,,,,Organic,
ID0000004991,2024-09-25,Nurture,2024-09-25,2024-09-25,2024-11-28,,Organic,,,,,Organic,
ID0000004992,2024-09-25,Qualified,2024-09-25,2024-09-25,,2024-11-01,Organic,,,,,Organic,
ID0000004993,2024-09-25,Nurture,2024-09-25,2024-09-25,2024-12-05,,Organic,,,,,Organic,
ID0000004994,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-11-28,,Organic,,,,,Organic,
ID0000004995,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-12-03,,Organic,,,,,Organic,
ID0000004996,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-12-06,,Organic,,,,,Organic,
ID0000004997,2024-09-26,Nurture,2024-09-26,2024-09-30,2024-12-04,,Organic,,,,,Organic,
ID0000004998,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-11-28,,Organic,,,,,Organic,
ID0000004999,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-11-28,,Organic,,,,,Organic,
ID0000005000,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-12-02,,Organic,,,,,Organic,
ID0000005001,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-12-03,,Organic,,,,,Organic,
ID0000005002,2024-09-26,Nurture,2024-09-26,2024-09-26,2024-12-02,,Partnership,,,,,Partnership,
ID0000005003,2024-09-27,Nurture,2024-09-27,2024-09-30,2024-12-06,,Organic,,,,,Organic,
ID0000005004,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-03,,Organic,,,,,Organic,
ID0000005005,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-09,,Organic,,,,,Organic,
ID0000005006,2024-09-27,Nurture,2024-09-27,2024-10-01,2024-12-13,,Organic,,,,,Organic,
ID0000005007,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-09,,Organic,,,,,Organic,
ID0000005008,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-02,,Organic,,,,,Organic,
ID0000005009,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-10,,Organic,,,,,Organic,
ID0000005010,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-03,,Organic,,,,,Organic,
ID0000005011,2024-09-27,Nurture,2024-09-27,2024-09-30,2024-12-05,,Organic,,,,,Organic,
ID0000005012,2024-09-27,Qualified,2024-09-27,2024-09-27,,2024-12-09,Organic,,,,,Organic,
ID0000005013,2024-09-27,Nurture,2024-09-27,2024-09-30,2024-12-04,,Organic,,,,,Organic,
ID0000005014,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-11-29,,Organic,,,,,Organic,
ID0000005015,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-04,,Organic,,,,,Organic,
ID0000005016,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-11-27,,Organic,,,,,Organic,
ID0000005017,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-11-28,,Organic,,,,,Organic,
ID0000005018,2024-09-27,Nurture,2024-09-27,2024-09-27,2024-12-03,,Partnership,,,,,Partnership,
ID0000005019,2024-09-28,Nurture,2024-09-28,2024-09-30,2024-12-09,,Organic,,,,,Organic,
ID0000005020,2024-09-28,Nurture,2024-09-28,2024-10-01,2024-12-05,,Organic,,,,,Organic,
ID0000005021,2024-09-28,Qualified,2024-09-28,2024-10-01,,2024-10-31,Organic,,,,,Organic,
ID0000005022,2024-09-28,Nurture,2024-09-28,2024-09-30,2024-12-05,,Organic,,,,,Organic,
ID0000005023,2024-09-28,Nurture,2024-09-28,2024-09-30,2024-12-05,,Organic,,,,,Organic,
ID0000005024,2024-09-28,Nurture,2024-09-28,2024-09-30,2024-12-10,,Organic,,,,,Organic,
ID0000005025,2024-09-29,Nurture,2024-09-29,2024-09-30,2024-12-02,,Organic,,,,,Organic,
ID0000005026,2024-09-29,Nurture,2024-09-29,2024-09-30,2024-12-02,,Organic,,,,,Organic,
ID0000005027,2024-09-29,Qualified,2024-09-29,2024-09-30,,2024-11-18,Organic,,,,,Organic,
ID0000005028,2024-09-29,Disqualified,2024-09-29,,,,Organic,,,,,Organic,
ID0000005029,2024-09-29,Nurture,2024-09-29,2024-09-30,2024-12-02,,Organic,,,,,Organic,
ID0000005030,2024-09-29,Nurture,2024-09-29,2024-09-30,2024-12-03,,Organic,,,,,Organic,
ID0000005031,2024-09-30,Nurture,2024-09-30,2024-09-30,2024-12-12,,Organic,,,,,Organic,
ID0000005032,2024-09-30,Nurture,2024-09-30,2024-10-01,2024-12-06,,Organic,,,,,Organic,
ID0000005033,2024-09-30,Nurture,2024-09-30,2024-09-30,2024-12-09,,Organic,,,,,Organic,
ID0000005034,2024-09-30,Nurture,2024-09-30,2024-09-30,2024-12-11,,Organic,,,,,Organic,
ID0000005035,2024-09-30,Nurture,2024-09-30,2024-10-01,2024-12-05,,Organic,,,,,Organic,
ID0000005036,2024-10-01,Qualified,2024-10-01,2024-10-01,,2024-10-22,Organic,,,,,Organic,
ID0000005037,2024-10-01,Nurture,2024-10-01,2024-10-01,2024-12-12,,Organic,,,,,Organic,
ID0000005038,2024-10-01,Qualified,2024-10-01,2024-10-01,,2024-10-09,Organic,,,,,Organic,
ID0000005039,2024-10-01,Nurture,2024-10-01,2024-10-02,2024-12-06,,Organic,,,,,Organic,
ID0000005040,2024-10-01,Qualified,2024-10-01,2024-10-01,,2024-10-17,Organic,,,,,Organic,
ID0000005041,2024-10-01,Nurture,2024-10-01,2024-10-01,2024-12-16,,Organic,,,,,Organic,
ID0000005042,2024-10-01,Nurture,2024-10-01,2024-10-01,2024-12-06,,Organic,,,,,Organic,
ID0000005043,2024-10-01,Nurture,2024-10-01,2024-10-01,2024-12-06,,Organic,,,,,Organic,
ID0000005044,2024-10-02,Nurture,2024-10-02,2024-10-02,2024-12-03,,Organic,,,,,Organic,
ID0000005045,2024-10-02,Nurture,2024-10-02,2024-10-02,2024-12-04,,Organic,,,,,Organic,
ID0000005046,2024-10-02,Nurture,2024-10-02,2025-04-09,2025-06-16,,Organic,,,,2025-04-08,Content,
ID0000005047,2024-10-02,Nurture,2024-10-02,2024-10-02,2024-12-04,,Organic,,,,,Organic,
ID0000005048,2024-10-02,Qualified,2024-10-02,2024-10-03,,2024-11-19,Organic,,,,,Organic,
ID0000005049,2024-10-02,Disqualified,2024-10-02,,,,Organic,,,,,Organic,
ID0000005050,2024-10-03,Nurture,2024-10-03,2024-10-03,2024-12-11,,Organic,,,,,Organic,
ID0000005051,2024-10-03,Nurture,2024-10-03,2024-10-03,2024-12-11,,Organic,,,,,Organic,
ID0000005052,2024-10-03,Nurture,2024-10-03,2024-10-03,2024-12-12,,Organic,,,,,Organic,
ID0000005053,2024-10-03,Nurture,2024-10-03,2024-10-03,2024-12-10,,Organic,,,,,Organic,
ID0000005054,2024-10-03,Nurture,2024-10-03,2024-10-03,2024-12-11,,Organic,,,,,Organic,
ID0000005055,2024-10-03,Nurture,2024-10-03,2024-10-04,2024-12-16,,Organic,,,,,Organic,
ID0000005056,2024-10-03,Nurture,2024-10-03,2024-10-03,2024-12-04,,Organic,,,,,Organic,
ID0000005057,2024-10-03,Nurture,2024-10-03,2024-10-03,2024-12-05,,Organic,,,,,Organic,
ID0000005058,2024-10-04,Qualified,2024-10-04,2024-10-07,,2024-11-27,Organic,,,,,Organic,
ID0000005059,2024-10-04,Nurture,2024-10-04,2024-10-09,2024-12-18,,Organic,,,,,Organic,
ID0000005060,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-12,,Organic,,,,,Organic,
ID0000005061,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-10,,Organic,,,,,Organic,
ID0000005062,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-10,,Organic,,,,,Organic,
ID0000005063,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-16,,Organic,,,,,Organic,
ID0000005064,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-16,,Organic,,,,,Organic,
ID0000005065,2024-10-04,Nurture,2024-10-04,2024-10-07,2024-12-10,,Organic,,,,,Organic,
ID0000005066,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-16,,Organic,,,,,Organic,
ID0000005067,2024-10-04,Nurture,2024-10-04,2024-10-07,2024-12-18,,Organic,,,,,Organic,
ID0000005068,2024-10-04,Qualified,2024-10-04,2024-10-04,,2024-11-12,Organic,,,,,Organic,
ID0000005069,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-09,,Organic,,,,,Organic,
ID0000005070,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-09,,Organic,,,,,Organic,
ID0000005071,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-06,,Organic,,,,,Organic,
ID0000005072,2024-10-04,Nurture,2024-10-04,2024-10-04,2024-12-06,,Partnership,,,,,Partnership,
ID0000005073,2024-10-04,Qualified,2024-10-04,2024-10-04,,2024-11-06,Partnership,,,,,Partnership,
ID0000005074,2024-10-05,Nurture,2024-10-05,2024-10-07,2024-12-09,,Organic,,,,,Organic,
ID0000005075,2024-10-05,Nurture,2024-10-05,2024-10-07,2024-12-16,,Organic,,,,,Organic,
ID0000005076,2024-10-05,Nurture,2024-10-05,2024-10-07,2024-12-13,,Organic,,,,,Organic,
ID0000005077,2024-10-05,Nurture,2024-10-05,2024-10-07,2024-12-20,,Organic,,,,,Organic,
ID0000005078,2024-10-05,Nurture,2024-10-05,2024-10-07,2024-12-11,,Organic,,,,,Organic,
ID0000005079,2024-10-05,Nurture,2024-10-05,2024-10-07,2024-12-18,,Organic,,,,,Organic,
ID0000005080,2024-10-07,Nurture,2024-10-07,2024-10-07,2024-12-17,,Organic,,,,,Organic,
ID0000005081,2024-10-07,Nurture,2024-10-07,2024-10-07,2024-12-09,,Organic,,,,,Organic,
ID0000005082,2024-10-07,Qualified,2024-10-07,2024-10-08,,2024-11-25,Organic,,,,,Organic,
ID0000005083,2024-10-07,Nurture,2024-10-07,2024-10-07,2024-12-17,,Organic,,,,,Organic,
ID0000005084,2024-10-07,Qualified,2024-10-07,2024-10-07,,2024-11-13,Organic,,,,,Organic,
ID0000005085,2024-10-08,Nurture,2024-10-08,2024-10-08,2024-12-16,,Organic,,,,,Organic,
ID0000005086,2024-10-08,Nurture,2024-10-08,2024-10-08,2024-12-16,,Organic,,,,,Organic,
ID0000005087,2024-10-08,Nurture,2024-10-08,2024-10-08,2024-12-16,,Organic,,,,,Organic,
ID0000005088,2024-10-08,Nurture,2024-10-08,2024-10-09,2024-12-20,,Organic,,,,,Organic,
ID0000005089,2024-10-08,Nurture,2024-10-08,2024-10-09,2024-12-11,,Organic,,,,,Organic,
ID0000005090,2024-10-08,Nurture,2024-10-08,2024-10-08,2024-12-10,,Organic,,,,,Organic,
ID0000005091,2024-10-08,Nurture,2024-10-08,2024-10-08,2024-12-16,,Organic,,,,,Organic,
ID0000005092,2024-10-08,Qualified,2024-10-08,2024-10-08,,2024-12-05,Organic,,,,,Organic,
ID0000005093,2024-10-08,Nurture,2024-10-08,2024-10-09,2024-12-18,,Organic,,,,,Organic,
ID0000005094,2024-10-08,Nurture,2024-10-08,2024-10-09,2024-12-18,,Organic,,,,,Organic,
ID0000005095,2024-10-08,Nurture,2024-10-08,2024-10-10,2024-12-12,,Organic,,,,,Organic,
ID0000005096,2024-10-08,Disqualified,2024-10-08,,,,Organic,,,,,Organic,
ID0000005097,2024-10-08,Nurture,2024-10-08,2024-10-08,2024-12-13,,Organic,,,,,Organic,
ID0000005098,2024-10-08,Nurture,2024-10-08,2024-10-08,2024-12-16,,Organic,,,,,Organic,
ID0000005099,2024-10-09,Disqualified,2024-10-09,,,,Organic,,,,,Organic,
ID0000005100,2024-10-09,Qualified,2024-10-09,2024-10-09,,2024-12-02,Organic,,,,,Organic,
ID0000005101,2024-10-09,Nurture,2024-10-09,2024-10-09,2024-12-16,,Organic,,,,,Organic,
ID0000005102,2024-10-09,Nurture,2024-10-09,2024-10-09,2024-12-12,,Organic,,,,,Organic,
ID0000005103,2024-10-09,Nurture,2024-10-09,2024-10-09,2024-12-13,,Organic,,,,,Organic,
ID0000005104,2024-10-09,Nurture,2024-10-09,2024-10-09,2024-12-20,,Organic,,,,,Organic,
ID0000005105,2024-10-09,Qualified,2024-10-09,2024-10-09,,2024-10-17,Organic,,,,,Organic,
ID0000005106,2024-10-09,Nurture,2024-10-09,2024-10-10,2024-12-18,,Organic,,,,,Organic,
ID0000005107,2024-10-09,Qualified,2024-10-09,2024-10-09,,2024-11-01,Organic,,,,,Organic,
ID0000005108,2024-10-09,Nurture,2024-10-09,2024-10-11,2024-12-18,,Organic,,,,,Organic,
ID0000005109,2024-10-09,Qualified,2024-10-09,2024-10-09,,2024-10-14,Organic,,,,,Organic,
ID0000005110,2024-10-09,Nurture,2024-10-09,2024-10-09,2024-12-12,,Organic,,,,,Organic,
ID0000005111,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-18,,Organic,,,,,Organic,
ID0000005112,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-18,,Organic,,,,,Organic,
ID0000005113,2024-10-10,Nurture,2024-10-10,2024-10-14,2024-12-20,,Organic,,,,,Organic,
ID0000005114,2024-10-10,Nurture,2024-10-10,2024-10-11,2024-12-12,,Organic,,,,,Organic,
ID0000005115,2024-10-10,Qualified,2024-10-10,2024-10-10,,2024-10-29,Organic,,,,,Organic,
ID0000005116,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-17,,Organic,,,,,Organic,
ID0000005117,2024-10-10,Nurture,2024-10-10,2024-10-11,2024-12-16,,Organic,,,,,Organic,
ID0000005118,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-16,,Organic,,,,,Organic,
ID0000005119,2024-10-10,Qualified,2024-10-10,2024-10-10,,2024-12-06,Organic,,,,,Organic,
ID0000005120,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-27,,Organic,,,,,Organic,
ID0000005121,2024-10-10,Disqualified,2024-10-10,,,,Organic,,,,,Organic,
ID0000005122,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-13,,Organic,,,,,Organic,
ID0000005123,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-11,,Organic,,,,,Organic,
ID0000005124,2024-10-10,Nurture,2024-10-10,2024-10-10,2024-12-12,,Organic,,,,,Organic,
ID0000005125,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-13,,Organic,,,,,Organic,
ID0000005126,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-20,,Organic,,,,,Organic,
ID0000005127,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-16,,Organic,,,,,Organic,
ID0000005128,2024-10-11,Qualified,2024-10-11,2024-10-11,,2024-12-18,Organic,,,,,Organic,
ID0000005129,2024-10-11,Qualified,2024-10-11,2024-10-14,,2024-11-25,Organic,,,,,Organic,
ID0000005130,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-16,,Organic,,,,,Organic,
ID0000005131,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-16,,Organic,,,,,Organic,
ID0000005132,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-17,,Organic,,,,,Organic,
ID0000005133,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-16,,Organic,,,,,Organic,
ID0000005134,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-19,,Organic,,,,,Organic,
ID0000005135,2024-10-11,Qualified,2024-10-11,2024-10-14,,2024-12-06,Organic,,,,,Organic,
ID0000005136,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-26,,Organic,,,,,Organic,
ID0000005137,2024-10-11,Nurture,2024-10-11,2024-10-11,2024-12-20,,Organic,,,,,Organic,
